   BENCHMARK INFORMATION
benchmark definition:    ./esbmc-kind.xml
name:                    esbmc-kind
run sets:                SV-COMP22_unreach-call, SV-COMP22_valid-memcleanup.MemSafety-MemCleanup, SV-COMP22_valid-memsafety, SV-COMP22_no-overflow, SV-COMP22_termination
date:                    Wed, 2022-02-23 14:20:59 CET
tool:                    ESBMC version 6.8.0 64-bit x86_64 linux
tool executable:         ./esbmc-wrapper.py
options:                 -s kinduction
parallel runs:           23
resource limits:
- memory:                6000.0 MB
- time:                  300 s
- cpu cores:             1
hardware requirements:
- cpu model:             Intel Xeon E3-1230 v5 @ 3.40 GHz
- cpu cores:             8
- memory:                6000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    164f6b0fdfd1
os:                      Linux-3.10.0-1160.49.1.el7.x86_64-x86_64-with-glibc2.29
cpu:                     Intel Xeon CPU E5-2620 v4 @ 2.10GHz
- cores:                 32
- max frequency:         3000.0 MHz
- turbo boost enabled:   True
ram:                     202568.75315200002 MB
------------------------------------------------------------



SV-COMP22_unreach-call
Run set 1 of 5 with options '-s kinduction' and propertyfile 'None'

inputfile                                                                                                                                                                          status                       cpu time   wall time        host
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
array-examples/data_structures_set_multi_proc_ground-1.yml                                                                                                                         TIMEOUT                        301.20      301.02        None
array-examples/data_structures_set_multi_proc_ground-2.yml                                                                                                                         TIMEOUT                        301.18      301.03        None
array-examples/data_structures_set_multi_proc_trivial_ground.yml                                                                                                                   TIMEOUT                        301.25      301.01        None
array-examples/relax-2.yml                                                                                                                                                         TIMEOUT                        301.03      301.01        None
array-examples/sanfoundry_02_ground.yml                                                                                                                                            OUT OF MEMORY                  135.80      135.26        None
array-examples/sanfoundry_10_ground.yml                                                                                                                                            TIMEOUT                        301.13      301.06        None
array-examples/sanfoundry_24-1.yml                                                                                                                                                 TIMEOUT                        301.02      301.01        None
array-examples/sanfoundry_27_ground.yml                                                                                                                                            TIMEOUT                        301.39      301.02        None
array-examples/sanfoundry_43_ground.yml                                                                                                                                            true                            92.11       92.13        None
array-examples/sorting_bubblesort_2_ground.yml                                                                                                                                     unknown                         15.85       15.86        None
array-examples/sorting_bubblesort_ground-1.yml                                                                                                                                     unknown                         15.50       15.52        None
array-examples/sorting_bubblesort_ground-2.yml                                                                                                                                     unknown                         15.73       15.75        None
array-examples/sorting_selectionsort_2_ground.yml                                                                                                                                  TIMEOUT                        301.15      301.01        None
array-examples/sorting_selectionsort_ground-1.yml                                                                                                                                  TIMEOUT                        301.13      301.02        None
array-examples/sorting_selectionsort_ground-2.yml                                                                                                                                  TIMEOUT                        301.15      301.01        None
array-examples/standard_allDiff2_ground.yml                                                                                                                                        TIMEOUT                        301.16      301.03        None
array-examples/standard_compareModified_ground.yml                                                                                                                                 TIMEOUT                        301.25      301.01        None
array-examples/standard_compare_ground.yml                                                                                                                                         TIMEOUT                        301.22      301.01        None
array-examples/standard_copy1_ground-1.yml                                                                                                                                         TIMEOUT                        301.35      301.02        None
array-examples/standard_copy1_ground-2.yml                                                                                                                                         TIMEOUT                        301.35      301.02        None
array-examples/standard_copy2_ground-1.yml                                                                                                                                         TIMEOUT                        301.38      301.02        None
array-examples/standard_copy2_ground-2.yml                                                                                                                                         TIMEOUT                        301.36      301.02        None
array-examples/standard_copy3_ground-1.yml                                                                                                                                         TIMEOUT                        301.46      301.02        None
array-examples/standard_copy3_ground-2.yml                                                                                                                                         TIMEOUT                        301.32      301.02        None
array-examples/standard_copy4_ground-1.yml                                                                                                                                         TIMEOUT                        301.34      301.02        None
array-examples/standard_copy4_ground-2.yml                                                                                                                                         TIMEOUT                        301.35      301.02        None
